Usage_Frequency,Last_Activity,Customer_Satisfaction,Billing_Amount,Service_Uptime,Data_Usage,Support_Contacts,Contract_Length,Age,Region,Churn
0.6691648455136333,5,4,385.81446734371525,0.9745691799074456,47.851025332558365,1,7,59,Central,1
0.13051187556643595,157,1,466.8757371456714,0.9437853479230593,26.924848546297248,3,4,62,Central,0
0.7050126924935745,215,5,369.65109592571145,0.940151345476786,20.31149456953653,4,20,49,Southern,0
0.0353837420693226,235,1,200.08966696300848,0.9485850262421074,43.73527544032019,4,18,18,Eastern,0
0.1788837183588624,358,5,121.67182034620538,0.9535081941626498,3.50693115375989,4,6,31,Western,1
0.31626685038174995,19,1,51.3964159330614,0.9560951117162042,6.811694574474469,4,5,22,Southern,1
0.15297493154947128,179,2,222.6497978324857,0.9031914487336896,40.67983837932989,4,19,55,Southern,0
0.11458546260622238,352,1,437.41409196668076,0.9682418791173074,35.54112816050281,4,23,31,Southern,1
0.7115705157765545,145,5,433.4193783225828,0.9787229905298435,0.6096549172166066,4,6,35,Central,0
0.10083983452968559,4,3,332.44788705844746,0.9897991803538514,34.02148039918681,8,1,29,Eastern,1
0.5947891198877704,69,4,170.46224584891348,0.9752344934010059,46.92989745269035,10,17,26,Eastern,1
0.0825242049934749,190,1,200.75999727514147,0.9157021935475996,4.474343590865443,3,1,55,Northern,0
0.9199114021708628,241,5,232.27715434084578,0.9387305711429974,24.661599891476154,5,6,41,Northern,0
0.8733167336693639,295,1,362.1265615185279,0.942656251343311,12.001906471545576,3,6,60,Western,0
0.7047114183239631,344,4,436.1497728297897,0.9989284104316625,34.29107504944861,9,8,33,Southern,0
0.35392077416650236,190,1,154.779646653905,0.9112066465392871,8.872864962188093,1,19,19,Southern,0
0.07624830682893224,359,3,219.01373402018342,0.9855864731773797,49.01197393024303,8,23,37,Eastern,0
0.8323070540111281,48,2,357.7259594496444,0.9352023039741123,49.651955254069684,1,19,49,Central,1
0.8307973764702066,148,4,118.35744304919686,0.9371458075281763,32.5218654832935,0,10,29,Eastern,1
0.5434726681460068,134,4,100.43536547799539,0.9397474719997341,48.720412909846964,8,2,30,Eastern,0
0.7205933327747972,141,2,208.02835701400926,0.9022568310448111,39.11628586738229,2,24,51,Central,0
0.7771198316821627,61,2,354.8291204431554,0.9465753599617491,38.69361210435044,7,11,27,Eastern,0
0.23045689604053454,22,4,294.6512917818617,0.9194258793377428,8.093248460218566,5,15,19,Northern,1
0.45685014839191385,85,3,461.3826958064327,0.9229035587788967,11.027375155741376,6,13,61,Eastern,1
0.34117011940219255,128,1,441.5373575257344,0.9941938115913984,17.709904976677098,7,9,37,Western,1
0.1955138155911017,38,1,491.89637472414256,0.9694904467236498,18.716465874372673,7,9,41,Central,1
0.5369931848959272,175,4,363.5782499538265,0.9909356045992718,10.163522511433175,4,14,22,Eastern,1
0.09910544253832287,10,2,132.03880758781946,0.959858298018467,1.0021225516178178,3,18,25,Northern,1
0.37614939251657376,154,2,457.2820688721457,0.9230087625547704,18.537044900667553,5,16,37,Eastern,1
0.9814396399293847,88,4,91.40605965280113,0.9966449850216352,33.891347988431114,6,4,52,Northern,0
0.2694948790103794,260,1,147.7100208919732,0.9284242345425378,8.126338946889383,6,9,48,Southern,1
0.923954599592947,333,4,474.5407787683139,0.9969250219627198,42.704645087647,2,14,22,Central,1
0.27748702485909793,200,5,471.13205257800195,0.9068935584684364,2.5274716729255573,9,10,22,Northern,1
0.18459884662852255,155,3,89.68113796902507,0.9381628533905659,38.09218939553002,0,5,57,Southern,1
0.1089144314005881,108,1,256.33952883753864,0.9288261971958354,34.91754622064785,0,2,40,Eastern,0
0.9848221634132254,93,2,173.91755289976538,0.94113287195365,39.36687525425419,8,7,29,Central,0
0.1379295484401204,290,3,358.4381361923796,0.941998326111846,12.947607006270967,3,18,61,Southern,1
0.015543208862638047,81,4,59.01522535405337,0.976099872032702,15.851391220504441,8,2,40,Western,1
0.47253618007613374,294,2,421.3122837280912,0.9874487147062574,24.27452828497909,4,8,57,Eastern,0
0.7048957596344992,99,2,478.4431881608307,0.9905454998508793,39.07493761357588,2,15,60,Eastern,1
0.9184831736725817,280,3,361.1607303641937,0.9350219194747819,22.78510696996569,5,17,61,Southern,0
0.49917428085339755,159,2,418.2812661558268,0.9453682734196073,29.235627288388148,0,12,58,Central,1
0.40319905270283374,211,5,289.1851678091215,0.9700582219570794,21.208657724813236,4,5,62,Southern,0
0.23787042344081144,234,5,468.5401655840993,0.9956512811762501,30.47443093995187,3,11,61,Southern,1
0.17938558362615675,224,5,352.7296015376005,0.9245512637742375,4.074089387952129,6,9,42,Northern,0
0.5597604128493014,274,1,399.7588513079438,0.949257832237845,7.858171507275763,9,18,32,Western,1
0.19539833066294598,108,2,214.6702477855404,0.9676844027560143,16.067197236672666,7,12,45,Eastern,1
0.36141131260959947,51,3,277.78551703373404,0.9109311411513825,33.838753072003435,2,9,34,Eastern,1
0.07108584994807621,267,5,237.81767630592446,0.9147828472838403,15.675978791424372,10,2,40,Southern,1
0.5105153403837441,283,1,299.25551723853675,0.9910193108584117,37.76610867904476,0,18,24,Central,1
0.912128944247283,7,4,188.9895095160286,0.9552264800675562,19.98493036652535,3,14,47,Central,1
0.44973406887100875,74,1,157.61228455861257,0.9677033161662524,8.401490996257078,8,11,27,Northern,1
0.2081410339976617,305,3,141.22805096116883,0.9056581065479701,18.3780512962262,6,15,65,Southern,0
0.06322434363704399,122,5,57.713947094598964,0.9764867833018626,15.928292305116615,9,14,28,Southern,1
0.17775453141097386,323,3,470.65262048736804,0.9661857508156989,33.38034486026547,3,10,44,Central,0
0.5254556458429868,28,2,356.2325822496504,0.902662591290336,42.43168375294547,0,13,22,Western,1
0.02521133953710386,298,3,484.14469205789555,0.956908782883507,7.178390206714768,4,13,59,Northern,1
0.15365413928704985,346,4,149.0885905500512,0.9701238887958902,1.7483494007184242,2,4,55,Eastern,1
0.7801412850818759,28,2,325.5343360546882,0.9506809170692851,47.138307873382786,0,18,28,Southern,0
0.5270859296096579,36,1,291.81170283293716,0.9807585594879933,21.51611499532109,6,1,42,Northern,0
0.5209150392034847,194,4,230.62442838131278,0.9412722283570045,49.551101698930964,7,4,53,Western,0
0.6709613158497786,87,5,479.16907031945715,0.9725866437673575,36.117691133050585,9,10,50,Central,0
0.4905086443337534,327,2,182.62434680162127,0.9409616045678356,35.36143896296707,6,14,60,Central,0
0.16826081313033048,60,4,335.20769714269625,0.956916906636137,36.32803365803105,7,24,25,Western,1
0.7986561341047675,87,3,133.82223477941523,0.9258763747156805,38.58077374517006,10,17,22,Central,1
0.7631369303844826,92,4,77.89874631062895,0.9503599900896637,25.585958669670074,3,24,56,Northern,1
0.685734849714438,144,5,212.02002690011986,0.9936142467029043,17.978837856503542,5,23,18,Southern,1
0.10988385966295577,142,4,157.08688483943803,0.9946912414127778,7.323828542134497,3,9,29,Northern,1
0.7310019931368219,51,4,379.49125484623585,0.9803089698556126,11.871972777312545,5,4,61,Southern,1
0.5966345801626309,226,3,473.9486636659025,0.9883122195354327,28.76479084487568,4,18,20,Eastern,0
0.3469790640928774,291,5,303.63970684626565,0.9398347555159184,27.23789914218615,5,17,51,Southern,1
0.42462790414579477,158,3,185.9156189424613,0.9753717337347073,28.905006222789176,8,10,50,Eastern,0
0.7395492943582237,131,3,282.2350311348928,0.9494992758790313,49.05392756646777,9,18,55,Western,0
0.6921333631978321,234,4,434.00767208341745,0.9674734962361965,41.743671869566185,10,2,31,Northern,1
0.8763861723430479,87,1,211.49044895917413,0.9973433717331284,20.730890995643193,9,3,18,Northern,0
0.5444893451310745,274,2,265.355382823691,0.924506407711002,19.574786095660258,9,10,29,Eastern,1
0.10535393795468129,302,4,498.6066251530864,0.9843725472614269,13.719517026159755,10,23,57,Northern,0
